766	185	4	891310038
87	182	4	879875737
576	181	4	887081041
846	68	3	883948765
295	215	5	879517247
277	137	3	879543336
92	106	3	875640609
711	250	2	876185855
536	500	4	882360946
912	611	3	875965830
456	228	3	881374548
566	31	3	881650825
655	4	2	887611649
619	294	1	885953684
745	168	3	880123671
492	528	5	879969878
766	1021	2	891309011
292	523	4	881105561
757	550	3	888445820
406	132	5	879445430
870	55	3	879713899
495	1263	4	888636062
708	1061	3	892719143
162	1019	4	877636556
7	450	4	892132425
326	515	5	879874897
460	276	5	882912418
227	324	4	879035963
934	65	4	891192914
303	501	4	879484981
417	142	3	879648184
796	879	4	892612031
7	386	4	892133310
314	365	3	877891465
508	527	5	883775361
339	135	5	891033256
230	185	4	880485090
269	447	3	891451303
151	181	5	879524394
863	1022	2	889289569
92	518	5	875653579
371	31	5	880435576
367	436	4	876689962
276	270	4	879131395
693	79	4	875483330
115	763	2	881170725
213	204	5	878956130
669	521	4	892550196
297	92	3	875239346
730	327	2	880309964
815	559	3	878695877
269	512	5	891447216
764	13	2	876242755
655	1605	3	888685850
375	218	3	886622024
497	208	3	878759806
622	156	5	882592143
293	443	4	888906781
77	125	3	884733014
293	658	1	888907499
592	268	5	882607286
669	248	4	892549412
44	227	4	883613334
380	204	2	885479274
622	674	2	882670929
293	151	4	888904927
324	331	4	880574827
249	175	4	879572106
457	411	3	882395894
85	1075	3	879454400
634	294	4	876170101
91	418	2	891439503
732	245	4	882590200
59	82	5	888205660
380	181	3	885478391
848	234	4	887037861
128	83	5	879967691
716	482	5	879795867
336	100	3	877756934
905	245	3	884983273
193	288	1	889123777
303	1187	4	879467895
319	333	4	875707746
588	739	4	890025704
527	56	4	879456611
712	378	4	874730370
698	568	2	886367955
747	56	5	888639526
310	24	4	879436242
70	48	4	884064574
94	102	3	891721462
495	227	5	888636899
700	222	3	884493899
552	412	2	879222583
318	58	4	884496243
922	919	5	891454625
898	358	4	888294739
911	197	4	892842771
180	747	4	877128156
358	1266	4	891269944
339	498	4	891033044
648	290	3	882211707
620	627	5	889988037
112	339	4	892439990
606	662	4	880926162
625	213	4	891999608
401	235	1	891032474
476	56	4	883365019
877	640	2	882677311
216	122	5	881432488
151	729	4	879542492
611	303	3	891636073
747	23	5	888639735
145	228	4	885557660
774	450	2	888557557
313	655	4	891014474
536	141	4	882361042
538	381	3	877110175
280	145	3	891702198
178	619	3	888514710
53	568	4	879442538
416	680	3	876696938
830	197	4	891464415
158	89	5	880133189
919	221	4	875288898
271	130	1	885848218
423	355	3	891395020
271	38	2	885849648
4	260	4	892004275
458	152	5	886397275
474	1113	3	887926059
504	756	3	887910240
234	887	3	891034078
21	439	1	874951820
1	92	3	876892425
90	651	5	891384997
167	568	3	892738341
457	356	4	882547670
298	625	4	884183406
757	193	4	888445521
624	410	4	879793156
591	382	4	891031500
394	24	5	880889350
889	405	2	880177567
525	1315	4	881086393
213	121	5	878870940
425	1416	3	878738695
409	276	4	881108455
504	561	4	887910023
299	732	4	889502688
345	1011	3	884991127
684	252	4	875812227
618	471	3	891309041
390	740	4	879694123
95	73	4	879198161
804	1488	3	879445579
116	47	3	876454238
262	588	4	879793075
741	210	3	891455353
276	472	3	874787109
416	105	2	876698430
806	288	3	882384554
344	478	4	884901210
621	125	4	880739654
38	195	1	892429952
883	1222	5	891696999
669	654	5	891260754
436	787	5	887770640
854	846	3	882813453
655	1155	3	887474289
705	181	5	883426892
605	597	3	879427755
279	44	1	875313514
368	436	3	889783562
13	767	1	882397011
666	186	2	880139587
564	685	3	888730658
646	750	3	888528902
13	550	4	882397741
102	204	4	888803487
59	640	5	888206445
863	691	3	889289067
406	921	4	879793235
844	154	3	877387052
270	1471	4	876956264
467	340	3	879532198
886	231	2	876032247
28	895	4	882826398
855	45	3	879825383
293	152	4	888905716
617	136	3	883789079
405	384	3	885547605
358	582	5	891269723
539	238	3	879788045
836	268	3	885753475
116	250	4	876452606
710	23	5	882064200
437	558	3	880142365
174	662	5	886513752
7	318	5	891352010
566	219	1	881651286
844	2	4	877387933
561	746	3	885809025
621	779	3	880740296
370	64	4	879434745
200	568	5	884128372
308	357	4	887738151
85	317	3	882995577
130	427	5	875217033
459	696	4	879563736
750	331	4	879446114
214	307	3	891542735
346	17	1	874950839
142	186	4	888640430
657	455	1	884239498
868	640	5	877103371
405	69	4	885545111
373	204	5	877098222
523	1022	4	883699629
749	2	4	878849375
894	1038	3	880415855
795	204	3	880570209
919	82	5	875373945
848	164	5	887043421
137	597	5	881432987
130	681	3	875801315
165	174	4	879525961
8	127	5	879362123
293	1220	2	888907552
790	781	4	885157107
269	162	3	891448141
698	194	4	886366454
318	305	2	884470682
456	222	2	881371766
815	202	4	878694341
532	302	5	875441085
625	91	4	891263057
727	692	4	883711240
718	597	5	883348938
424	310	3	880858829
708	121	3	877325349
474	478	4	887926804
93	118	3	888705416
38	1029	1	892434626
504	204	3	887838908
599	1	4	880951657
109	823	3	880572296
896	476	2	887161541
419	197	5	879435749
559	188	5	891034609
396	274	4	884646263
618	190	4	891307404
753	347	2	891401167
417	144	3	879647232
518	546	4	876823447
486	328	2	879873973
323	268	4	878738865
892	378	4	886610137
194	466	4	879525876
653	1	4	878855383
692	100	4	876953482
28	434	4	881961104
216	298	5	881721819
648	878	3	884367366
416	53	2	876699946
159	195	3	884360539
287	340	5	888177097
655	44	2	887564639
234	632	2	892079538
276	95	5	874792839
6	499	4	883602283
321	7	4	879438793
879	117	4	887761865
540	258	4	882156584
303	1228	2	879543459
669	408	5	892549316
934	66	4	891193187
276	318	5	874787496
251	429	4	886271955
45	756	2	881015244
295	435	5	879519556
551	651	4	892776750
567	523	3	882425966
230	431	3	880485254
222	732	4	878183425
936	124	4	886832282
279	411	3	875296005
321	1028	2	879441064
280	692	3	891700983
763	737	2	878919055
682	55	4	888520705
727	156	4	883710326
708	50	5	877325186
766	181	4	891309177
429	468	3	882384896
758	419	4	881974639
601	143	3	876351073
536	52	3	882360187
610	98	5	888702902
181	1054	2	878963418
411	258	4	892845634
709	738	1	879849330
99	181	5	885680138
663	69	4	889493770
87	7	4	879875735
571	1039	3	883354760
144	455	3	888104382
59	582	4	888205300
321	221	5	879438793
450	168	5	882376803
383	285	5	891193210
506	228	5	874873571
632	468	3	879457925
664	203	4	876526685
798	257	4	875295842
747	651	5	888640862
592	919	5	882608061
109	365	4	880581817
736	324	3	878708991
378	365	2	880318158
908	732	3	879722974
500	287	3	883865268
502	890	2	883702945
648	95	3	884368371
130	420	5	876252472
619	825	2	885953850
514	172	4	875462726
308	732	4	887738847
588	367	5	890024117
816	332	4	891710994
387	273	4	886481151
588	133	5	890015894
640	189	5	874778181
263	250	2	891300103
805	386	3	881704224
398	94	2	875732304
889	276	4	880177104
264	286	2	886121691
295	1	4	879517580
860	311	4	882120528
537	525	3	886030891
397	1001	1	885350326
695	989	3	888806056
643	87	5	891447663
13	404	5	882399014
655	1375	3	887426008
297	300	3	874953892
339	226	2	891034744
174	721	2	886514889
701	689	3	891446822
634	458	4	875729148
194	204	4	879522324
23	222	4	876785704
748	483	4	879455040
621	121	3	880227385
828	340	5	891033756
659	387	4	891387227
435	85	4	884132840
805	959	2	881705327
581	100	5	879641603
488	692	4	891294707
679	294	1	884312763
308	1169	5	887739136
429	568	3	882385859
472	720	5	875982096
100	344	4	891374868
357	275	5	878951784
94	368	2	891724846
883	1227	3	891693200
148	969	4	877398513
200	210	5	884128933
64	732	4	889739288
488	589	3	891294400
868	825	1	877109435
42	98	4	881106711
395	458	3	883765731
416	27	4	886318270
474	259	1	887914878
383	425	4	891193181
477	546	4	875941972
792	595	3	877910305
936	866	2	886833099
378	471	3	880057018
804	468	4	879442687
629	1119	5	880116756
422	50	4	875129911
496	774	5	876066424
616	331	4	891224677
650	281	2	891382877
867	270	5	880077780
389	484	5	880087073
416	297	4	876697448
891	118	4	883490041
497	651	4	879310762
296	20	5	884196921
254	678	3	886470859
758	79	4	881976061
417	1539	2	879649539
553	511	5	879948869
458	531	5	886395758
223	28	4	891550684
303	95	5	879484480
334	906	5	891544177
396	871	2	884646289
92	508	5	886443416
864	191	4	888887869
193	153	4	889125629
94	173	4	885872758
711	651	4	879993707
391	322	3	877398619
560	606	4	879975613
627	461	3	879530042
397	14	3	885349348
130	413	3	876251127
660	50	4	891197980
778	367	5	890802895
645	185	5	892054537
218	659	4	877488366
435	732	4	884132341
592	1017	4	882608279
930	113	5	879535573
771	144	1	880659507
654	274	4	887863635
206	690	2	888179694
583	602	4	879384471
87	775	2	879876848
655	428	3	887428157
454	604	3	881959960
254	1060	3	886472466
640	175	5	874777735
293	70	3	888907101
908	56	4	879722642
95	892	3	882803890
90	490	5	891383753
405	381	1	885547222
214	482	4	891544114
63	106	2	875748139
437	153	5	881001888
142	181	5	888640317
880	584	3	880242933
44	87	5	878347742
404	739	4	883790851
222	470	3	878181869
399	542	3	882344021
694	69	5	875727715
843	157	2	879448199
313	521	4	891013887
699	250	4	879148050
280	790	4	891702013
663	471	3	889492841
640	591	4	875732368
311	530	3	884365201
821	15	5	874792835
151	200	3	879525002
709	62	3	879848590
645	447	3	892053541
434	1051	3	886724453
28	800	4	881961904
178	873	3	886678647
664	531	2	876523833
217	7	4	889069741
432	276	4	889415947
548	302	4	891042194
889	151	3	880177016
817	324	2	874815789
301	53	1	882078883
250	294	1	878089033
642	71	5	886131547
660	121	2	891197954
864	79	5	888887830
776	525	2	891629157
234	1205	1	892335501
604	185	2	883668175
639	648	3	891239491
320	1	3	884748604
128	815	3	879968827
13	858	1	882397068
495	431	5	888632546
921	526	4	884673930
227	756	3	879035658
592	750	5	886394208
786	484	4	882843398
347	17	4	881654635
389	613	5	880088038
907	83	5	880159865
942	500	5	891282816
469	286	5	879450367
840	520	5	891204089
684	8	5	878761120
517	1177	5	892660728
404	750	3	883790750
313	177	4	891015566
505	199	4	889333442
372	219	5	876869481
290	120	4	880732712
323	508	4	878739643
74	276	4	888333458
76	1007	4	875312109
726	1014	1	889832744
495	240	4	888636773
712	1220	5	874729996
733	100	5	879535471
230	443	4	880485090
138	98	5	879024043
505	210	4	889333508
79	340	4	891271180
527	193	3	879455680
276	22	5	874787496
117	249	4	880125911
303	302	4	879465986
499	11	3	885599372
144	55	4	888105254
448	269	5	891887338
178	195	4	882826944
880	678	3	880166662
638	435	3	876694787
796	278	4	892660323
262	99	3	879792262
655	604	4	888984325
881	274	3	876536850
